,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,Color,Image_link
1719,1719,1719,1495,70214192,MALM,Tables & desks,SR945,No old price,True,https://www.ikea.com/sa/en/p/malm-desk-with-pull-out-panel-white-70214192/,Yes,"Desk with pull-out panel, white,",Unknown,65.0,73.0,151.0,,
1720,1720,1720,1496,9251777,KLIPPAN,Sofas,"SR1,695",No old price,True,https://www.ikea.com/sa/en/p/klippan-2-seat-sofa-kabusa-dark-grey-s09251777/,Yes,"2-seat sofa, Kabusa dark grey",IKEA of Sweden,,,,,
1721,1721,1721,1497,60245844,BESTÅ,Cabinets & cupboards,SR300,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-white-60245844/,Yes,"Frame, white,",IKEA of Sweden,40.0,38.0,120.0,,
1722,1722,1722,1498,9495129,EKEDALEN / LILLÅNÄS,Furniture sets,"SR2,575",No old price,True,https://www.ikea.com/sa/en/p/ekedalen-lillanaes-table-and-4-chairs-dark-brown-chrome-plated-gunnared-dark-grey-s09495129/,Yes,"Table and 4 chairs, dark brown/chrome-plated Gunnared dark grey,",Unknown,,,,,
1723,1723,1723,1499,80388587,STRANDTORP,Dining furniture,"SR2,199",No old price,True,https://www.ikea.com/sa/en/p/strandtorp-extendable-table-brown-80388587/,Yes,"Extendable table, brown,",Andreas Fredriksson,260.0,75.0,95.0,,
1724,1724,1724,1500,29412618,BESTÅ,"Sideboards, buffets & console tables","SR1,405",No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-w-doors-drawers-white-sutterviken-kabbarp-white-s29412618/,Yes,"Storage combination w doors/drawers, white/Sutterviken/Kabbarp white,",Unknown,,,,,
1725,1725,1725,1501,9297657,JONAXEL,Wardrobes,SR570,No old price,True,https://www.ikea.com/sa/en/p/jonaxel-wardrobe-combination-white-s09297657/,No,"Wardrobe combination, white,",IKEA of Sweden,,,,,
1726,1726,1726,1502,10507616,UTESPELARE,Gaming furniture,SR595,No old price,True,https://www.ikea.com/sa/en/p/utespelare-gaming-chair-bomstad-black-10507616/,Yes,"Gaming chair, Bomstad black",Jon Karlsson,43.0,39.0,70.0,,
1727,1727,1727,1503,10512651,TOLKNING,Beds,SR149,No old price,True,https://www.ikea.com/sa/en/p/tolkning-basket-handmade-rattan-10512651/,No,"Basket, handmade rattan,",Nike Karlsson,43.0,19.0,50.0,,
1728,1728,1728,1504,29436577,FJÄLLBO/KULLABERG / GULLHULT,Tables & desks,"SR1,382",No old price,True,https://www.ikea.com/sa/en/p/fjaellbo-kullaberg-gullhult-desk-and-storage-combination-and-swivel-chair-black-pine-s29436577/,No,"Desk and storage combination, and swivel chair black/pine",Unknown,,,,,
1729,1729,1729,1505,80496025,IDANÄS,"Sideboards, buffets & console tables","SR1,795",No old price,True,https://www.ikea.com/sa/en/p/idanaes-sideboard-white-80496025/,Yes,"Sideboard, white,",Francis Cayouette,50.0,95.0,124.0,,
1730,1730,1730,1506,60282186,LACK,Bookcases & shelving units,SR379,No old price,True,https://www.ikea.com/sa/en/p/lack-wall-shelf-unit-white-60282186/,Yes,"Wall shelf unit, white,",C Halskov/H Dalsgaard,28.0,190.0,30.0,,
1731,1731,1731,1507,19390773,AGEN,Armchairs & chaise longues,SR338,No old price,False,https://www.ikea.com/sa/en/p/agen-armchair-with-cushion-rattan-norna-natural-s19390773/,No,"Armchair with cushion, rattan/Norna natural",Unknown,,,,,
1732,1732,1732,1508,60556322,ÖJULF,Tables & desks,SR99,No old price,True,https://www.ikea.com/sa/en/p/oejulf-laptop-support-dark-grey-60556322/,No,"Laptop support, dark grey,",IKEA of Sweden,38.0,6.0,52.0,,
1733,1733,1733,1509,79385938,BERGMUND,Dining furniture,SR385,No old price,True,https://www.ikea.com/sa/en/p/bergmund-chair-black-ljungen-light-green-s79385938/,No,"Chair, black/Ljungen light green",IKEA of Sweden/K Hagberg/M Hagberg,,,,,
1734,1734,1734,1510,79275119,HAVSTA,Dining furniture,"SR1,865",No old price,True,https://www.ikea.com/sa/en/p/havsta-glass-door-cabinet-with-plinth-white-clear-glass-s79275119/,Yes,"Glass-door cabinet with plinth, white clear glass,",IKEA of Sweden,,,,,
1735,1735,1735,1511,10369436,SKÄRHAMN,Cabinets & cupboards,SR50,No old price,True,https://www.ikea.com/sa/en/p/skaerhamn-drop-handle-black-chrome-plated-10369436/,No,"Drop handle, black/chrome-plated,",Ebba Strandmark,15.0,65.0,,,
1736,1736,1736,1512,20299829,KRAGSTA,Tables & desks,SR599,No old price,True,https://www.ikea.com/sa/en/p/kragsta-nest-of-tables-set-of-2-white-20299829/,No,"Nest of tables, set of 2, white",Carina Bengs,78.0,4.0,52.0,,
1737,1737,1737,1513,60485339,PERJOHAN,Dining furniture,SR295,No old price,True,https://www.ikea.com/sa/en/p/perjohan-bench-with-storage-pine-60485339/,No,"Bench with storage, pine,",J Jelinek/F Wiersma,28.0,45.0,100.0,,
1738,1738,1738,1514,70290360,SKUBB,Beds,SR69,No old price,True,https://www.ikea.com/sa/en/p/skubb-storage-case-white-70290360/,Yes,"Storage case, white,",IKEA of Sweden,55.0,19.0,93.0,,
1739,1739,1739,1515,39287789,SOLLERÖN,Outdoor furniture,"SR4,675","SR4,720",False,https://www.ikea.com/sa/en/p/solleroen-modular-corner-sofa-3-seat-outdoor-dark-grey-froesoen-duvholmen-beige-s39287789/,Yes,"Modular corner sofa 3-seat, outdoor, dark grey/Frösön/Duvholmen beige",Eva Lilja Löwenhielm/IKEA of Sweden/Jonas Hultqvist,,,,,
1740,1740,1740,1516,79484448,PINNTORP / PINNTORP,Dining furniture,"SR1,539",No old price,True,https://www.ikea.com/sa/en/p/pinntorp-pinntorp-table-and-2-chairs-light-brown-stained-white-stained-katorp-light-brown-stained-s79484448/,No,"Table and 2 chairs, light brown stained white stained/Katorp light brown stained,",Unknown,,,,,
1741,1741,1741,1517,70388620,HAVSTA,Dining furniture,"SR1,545",No old price,True,https://www.ikea.com/sa/en/p/havsta-cabinet-with-plinth-white-70388620/,Yes,"Cabinet with plinth, white,",IKEA of Sweden,47.0,89.0,121.0,,
1742,1742,1742,1518,29248010,NORDLI,Chairs,"SR3,025",No old price,True,https://www.ikea.com/sa/en/p/nordli-chest-of-10-drawers-white-s29248010/,No,"Chest of 10 drawers, white,",Ola Wihlborg,,,,,
1743,1743,1743,1519,39495000,MALM,Beds,"SR1,145",No old price,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-2-storage-boxes-white-lindbaden-s39495000/,Yes,"Bed frame, high, w 2 storage boxes, white/Lindbåden,",Unknown,,,,,
1744,1744,1744,1520,39430909,SMÅSTAD / PLATSA,Nursery furniture,"SR1,179",No old price,False,https://www.ikea.com/sa/en/p/smastad-platsa-wardrobe-white-green-with-4-drawers-s39430909/,Yes,"Wardrobe, white green/with 4 drawers,",Unknown,,,,,
1745,1745,1745,1521,9306261,VIMLE,Sofas,"SR7,840",No old price,True,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-with-chaise-longue-with-headrest-grann-bomstad-black-s09306261/,No,"3-seat sofa, with chaise longue with headrest/Grann/Bomstad black",Ehlén Johansson,,,,,
1746,1746,1746,1522,70463742,BOAXEL,Bookcases & shelving units,SR20,No old price,True,https://www.ikea.com/sa/en/p/boaxel-adjustable-clothes-rail-white-70463742/,No,"Adjustable clothes rail, white,",IKEA of Sweden,30.0,,,,
1747,1747,1747,1523,39443068,KIVIK,Sofas,"SR10,785",No old price,True,https://www.ikea.com/sa/en/p/kivik-u-shaped-sofa-7-seat-kelinge-grey-turquoise-s39443068/,Yes,"U-shaped sofa, 7-seat, Kelinge grey-turquoise",Unknown,,,,,
1748,1748,1748,1524,70483274,VIHALS,Bookcases & shelving units,SR825,No old price,True,https://www.ikea.com/sa/en/p/vihals-shelving-unit-with-10-shelves-white-70483274/,No,"Shelving unit with 10 shelves, white,",Ola Wihlborg,37.0,200.0,95.0,,
1749,1749,1749,1525,69387462,EILIF,Room dividers,SR795,No old price,True,https://www.ikea.com/sa/en/p/eilif-screen-freestanding-grey-white-s69387462/,Yes,"Screen, freestanding, grey/white,",Unknown,,,,,
1750,1750,1750,1526,39389165,PÄRUP,Sofas,"SR2,095",No old price,True,https://www.ikea.com/sa/en/p/paerup-2-seat-sofa-gunnared-dark-grey-s39389165/,Yes,"2-seat sofa, Gunnared dark grey",Unknown,,,,,
1751,1751,1751,1527,9521722,MITTCIRKEL / ALEX,Tables & desks,"SR1,190",No old price,True,https://www.ikea.com/sa/en/p/mittcirkel-alex-desk-lively-pine-effect-white-s09521722/,No,"Desk, lively pine effect/white,",Unknown,,,,,
1752,1752,1752,1528,70530949,TÄRNÖ,Outdoor furniture,SR75,No old price,True,https://www.ikea.com/sa/en/p/taernoe-chair-outdoor-foldable-white-green-70530949/,Yes,"Chair, outdoor, foldable white/green",IKEA of Sweden,28.0,45.0,39.0,,
1753,1753,1753,1529,69430470,SMÅSTAD / PLATSA,Nursery furniture,SR984,No old price,True,https://www.ikea.com/sa/en/p/smastad-platsa-wardrobe-white-green-with-2-clothes-rails-s69430470/,Yes,"Wardrobe, white green/with 2 clothes rails,",Unknown,,,,,
1754,1754,1754,1530,9188286,BESTÅ,TV & media furniture,"SR1,320",No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-with-drawers-white-hanviken-stubbarp-white-s09188286/,Yes,"TV bench with drawers, white/Hanviken/Stubbarp white,",IKEA of Sweden/Marcus Arvonen,,,,,
1755,1755,1755,1531,89443283,VISKAFORS,Armchairs & chaise longues,"SR2,595",No old price,True,https://www.ikea.com/sa/en/p/viskafors-1-5-seat-armchair-lejde-grey-green-birch-s89443283/,Yes,"1,5-seat armchair, Lejde/grey/green birch",Unknown,,,,,
1756,1756,1756,1532,330982,HJÄLPA,Cabinets & cupboards,SR100,SR50,True,https://www.ikea.com/sa/en/p/hjaelpa-drawer-without-front-white-00330982/,No,"Drawer without front, white,",IKEA of Sweden,55.0,12.0,80.0,,
1757,1757,1757,1533,20546877,KLINTEN,Dining furniture,SR325,No old price,True,https://www.ikea.com/sa/en/p/klinten-chair-brown-kilanda-pale-blue-20546877/,Yes,"Chair, brown/Kilanda pale blue",Willy Chong,60.0,49.0,43.0,,
1758,1758,1758,1534,50497818,STRAUMEN,Cabinets & cupboards,SR250,SR15,True,https://www.ikea.com/sa/en/p/straumen-mirror-door-mirror-glass-50497818/,No,"Mirror door, mirror glass,",IKEA of Sweden,,180.0,40.0,,
1759,1759,1759,1535,60405757,NYDALA,Cabinets & cupboards,SR75,No old price,True,https://www.ikea.com/sa/en/p/nydala-handle-bronze-colour-60405757/,No,"Handle, bronze-colour,",IKEA of Sweden,25.0,,16.0,,
1760,1760,1760,1536,60431563,FRIHETEN,Beds,"SR2,995",No old price,True,https://www.ikea.com/sa/en/p/friheten-3-seat-sofa-bed-skiftebo-blue-60431563/,Yes,"3-seat sofa-bed, Skiftebo blue",IKEA of Sweden,199.0,46.0,144.0,,
1761,1761,1761,1537,19830588,POÄNG,Armchairs & chaise longues,"SR1,195",No old price,True,https://www.ikea.com/sa/en/p/poaeng-armchair-birch-veneer-glose-eggshell-s19830588/,Yes,"Armchair, birch veneer/Glose eggshell",Noboru Nakamura,,,,,
1762,1762,1762,1538,9239827,NORDLI,Chests of drawers & drawer units,SR725,No old price,True,https://www.ikea.com/sa/en/p/nordli-chest-of-2-drawers-white-s09239827/,No,"Chest of 2 drawers, white,",Ola Wihlborg,,,,,
1763,1763,1763,1539,50410354,GRÅVAL,Dining furniture,SR550,No old price,True,https://www.ikea.com/sa/en/p/graval-junior-chair-50410354/,No,Junior chair,David Wahl,23.0,55.0,30.0,,
1764,1764,1764,1540,59416436,LANDSKRONA,Sofas,"SR5,490",No old price,True,https://www.ikea.com/sa/en/p/landskrona-4-seat-sofa-with-chaise-longue-djuparp-dark-green-metal-s59416436/,Yes,"4-seat sofa, with chaise longue/Djuparp dark green/metal",Unknown,,,,,
1765,1765,1765,1541,89304687,VINLIDEN,Sofas,"SR3,795",No old price,True,https://www.ikea.com/sa/en/p/vinliden-3-seat-sofa-with-chaise-longue-hillared-anthracite-s89304687/,Yes,"3-seat sofa with chaise longue, Hillared anthracite",Ebba Strandmark,,,,,
1766,1766,1766,1542,80297021,HEMNES,TV & media furniture,"SR1,245",No old price,True,https://www.ikea.com/sa/en/p/hemnes-tv-bench-white-stain-80297021/,Yes,"TV bench, white stain,",Carina Bengs,47.0,57.0,148.0,,
1767,1767,1767,1543,89417707,ANFALLARE / KRILLE,Tables & desks,SR835,No old price,True,https://www.ikea.com/sa/en/p/anfallare-krille-desk-bamboo-white-s89417707/,Yes,"Desk, bamboo/white,",Unknown,,,,,
1768,1768,1768,1544,19424339,PLATSA,Cabinets & cupboards,"SR1,545","SR1,560",True,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-3-doors-white-fonnes-white-s19424339/,No,"Wardrobe with 3 doors, white/Fonnes white,",Unknown,,,,,
1769,1769,1769,1545,89017832,BILLY / OXBERG,Cabinets & cupboards,"SR1,698",No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-white-glass-s89017832/,Yes,"Bookcase, white/glass,",Gillis Lundgren,,,,,
1770,1770,1770,1546,30326177,LENNART,Chests of drawers & drawer units,SR79,No old price,True,https://www.ikea.com/sa/en/p/lennart-drawer-unit-white-30326177/,No,"Drawer unit, white",Jon Karlsson,34.0,56.0,30.0,,
1771,1771,1771,1547,39330472,TROFAST,Nursery furniture,SR250,SR275,True,https://www.ikea.com/sa/en/p/trofast-storage-combination-white-turquoise-s39330472/,Yes,"Storage combination, white/turquoise,",Studio Copenhagen,,,,,
1772,1772,1772,1548,49477492,TROFAST,Nursery furniture,SR385,SR450,True,https://www.ikea.com/sa/en/p/trofast-storage-combination-light-white-stained-pine-dark-grey-s49477492/,Yes,"Storage combination, light white stained pine/dark grey,",Unknown,,,,,
1773,1773,1773,1549,59305042,LISABO / ODGER,Furniture sets,"SR2,541",No old price,True,https://www.ikea.com/sa/en/p/lisabo-odger-table-and-4-chairs-ash-veneer-anthracite-s59305042/,Yes,"Table and 4 chairs, ash veneer/anthracite,",J Löfgren/J Pettersson/K Hagberg/M Hagberg,,,,,
1774,1774,1774,1550,49502118,POÄNG,Armchairs & chaise longues,"SR1,095",No old price,True,https://www.ikea.com/sa/en/p/poaeng-rocking-chair-birch-veneer-gunnared-dark-grey-s49502118/,Yes,"Rocking-chair, birch veneer/Gunnared dark grey",Unknown,,,,,
1775,1775,1775,1551,49280754,BILLY / OXBERG,Bookcases & shelving units,"SR2,196",No old price,False,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-w-height-extension-ut-drs-white-s49280754/,Yes,"Bookcase w height extension ut/drs, white,",Gillis Lundgren/IKEA of Sweden,,,,,
1776,1776,1776,1552,40415050,HAUGA,Cabinets & cupboards,SR845,No old price,True,https://www.ikea.com/sa/en/p/hauga-cabinet-with-2-doors-grey-40415050/,Yes,"Cabinet with 2 doors, grey,",Ola Wihlborg,46.0,116.0,70.0,,
1777,1777,1777,1553,19419026,VIMLE,Beds,"SR6,555",No old price,True,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-bed-gunnared-medium-grey-s19419026/,Yes,"3-seat sofa-bed, Gunnared medium grey",Unknown,,,,,
1778,1778,1778,1554,59477910,TROFAST,Nursery furniture,SR770,SR900,False,https://www.ikea.com/sa/en/p/trofast-storage-combination-light-white-stained-pine-light-red-s59477910/,Yes,"Storage combination, light white stained pine/light red,",Unknown,,,,,
1779,1779,1779,1555,445327,JÄRPÖN,Outdoor furniture,SR130,SR120,True,https://www.ikea.com/sa/en/p/jaerpoen-cover-for-seat-cushion-outdoor-anthracite-00445327/,No,"Cover for seat cushion, outdoor anthracite,",IKEA of Sweden,62.0,,62.0,,
1780,1780,1780,1556,49440248,BESTÅ,Dining furniture,"SR1,835",No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-w-doors-drawers-white-bergsviken-oesarp-beige-marble-effect-s49440248/,Yes,"Storage combination w doors/drawers, white Bergsviken/Ösarp/beige marble effect,",Unknown,,,,,
1781,1781,1781,1557,80533570,KVISTBRO,Chests of drawers & drawer units,SR195,No old price,True,https://www.ikea.com/sa/en/p/kvistbro-storage-table-silver-colour-dark-grey-green-80533570/,No,"Storage table, silver-colour/dark grey-green,",Francis Cayouette,,42.0,,,
1782,1782,1782,1558,39521725,PLATSA,Cabinets & cupboards,SR900,SR915,True,https://www.ikea.com/sa/en/p/platsa-open-shelving-unit-blue-s39521725/,No,"Open shelving unit, blue,",Unknown,,,,,
1783,1783,1783,1559,70489394,MILLBERGET,Chairs,SR499,No old price,True,https://www.ikea.com/sa/en/p/millberget-swivel-chair-murum-black-70489394/,Yes,"Swivel chair, Murum black",Unknown,45.0,45.0,70.0,,
1784,1784,1784,1560,19495181,EKEDALEN / LILLÅNÄS,Furniture sets,"SR3,695",No old price,True,https://www.ikea.com/sa/en/p/ekedalen-lillanaes-table-and-4-chairs-dark-brown-chrome-plated-glose-black-s19495181/,Yes,"Table and 4 chairs, dark brown/chrome-plated Glose black,",Unknown,,,,,
1785,1785,1785,1561,19495058,TARVA,Beds,"SR1,025","SR1,045",True,https://www.ikea.com/sa/en/p/tarva-bed-frame-pine-lindbaden-s19495058/,No,"Bed frame, pine/Lindbåden,",Unknown,,,,,
1786,1786,1786,1562,89485008,SMÅSTAD / PLATSA,Nursery furniture,"SR2,225","SR2,330",False,https://www.ikea.com/sa/en/p/smastad-platsa-wardrobe-white-pale-pink-with-2-chest-of-drawers-s89485008/,Yes,"Wardrobe, white pale pink/with 2 chest of drawers,",Unknown,,,,,
1787,1787,1787,1563,89429343,EKET,Chests of drawers & drawer units,SR149,No old price,False,https://www.ikea.com/sa/en/p/eket-wall-mounted-shelving-unit-light-green-s89429343/,No,"Wall-mounted shelving unit, light green,",Unknown,,,,,
1788,1788,1788,1564,69301109,BESTÅ,"Sideboards, buffets & console tables","SR1,485",No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-w-glass-doors-black-brown-selsviken-high-gloss-black-clear-glass-s69301109/,Yes,"Storage combination w glass doors, black-brown/Selsviken high-gloss/black clear glass,",IKEA of Sweden,,,,,
1789,1789,1789,1565,79501688,BJÖRKSNÄS,Beds,"SR2,595",No old price,True,https://www.ikea.com/sa/en/p/bjoerksnaes-bed-frame-birch-birch-veneer-loenset-s79501688/,No,"Bed frame, birch/birch veneer/Lönset,",Unknown,,,,,
1790,1790,1790,1566,60458944,IDANÄS,Beds,"SR1,495",No old price,True,https://www.ikea.com/sa/en/p/idanaes-upholstered-bed-frame-gunnared-pale-pink-60458944/,Yes,"Upholstered bed frame, Gunnared pale pink,",Francis Cayouette,200.0,121.0,160.0,,
1791,1791,1791,1567,20488900,IVAR,Cabinets & cupboards,SR120,No old price,True,https://www.ikea.com/sa/en/p/ivar-drawer-pine-20488900/,No,"Drawer, pine,",IKEA of Sweden,30.0,18.0,80.0,,
1792,1792,1792,1568,69400581,VIMLE,Armchairs & chaise longues,SR785,No old price,True,https://www.ikea.com/sa/en/p/vimle-cover-for-2-seat-sofa-bed-with-wide-armrests-saxemara-black-blue-s69400581/,Yes,"Cover for 2-seat sofa-bed, with wide armrests/Saxemara black-blue",Unknown,,,,,
1793,1793,1793,1569,39412665,BESTÅ,"Sideboards, buffets & console tables","SR1,905",No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-with-drawers-white-selsviken-high-gloss-white-s39412665/,Yes,"Storage combination with drawers, white/Selsviken high-gloss/white,",Unknown,,,,,
1794,1794,1794,1570,90566744,KRYLBO,Dining furniture,SR225,No old price,True,https://www.ikea.com/sa/en/p/krylbo-chair-tonerud-blue-90566744/,No,"Chair, Tonerud blue",Willy Chong,41.0,49.0,55.0,,
1795,1795,1795,1571,39432970,PAX / GRIMO,Wardrobes,"SR2,400","SR2,525",True,https://www.ikea.com/sa/en/p/pax-grimo-wardrobe-combination-white-white-s39432970/,No,"Wardrobe combination, white/white,",Unknown,,,,,
1796,1796,1796,1572,99429861,EKET,Bookcases & shelving units,SR487,No old price,False,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-light-green-white-stained-oak-effect-s99429861/,No,"Wall-mounted cabinet combination, light green/white stained oak effect,",Unknown,,,,,
1797,1797,1797,1573,9384555,BESTÅ,TV & media furniture,"SR2,075",No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-with-drawers-white-sutterviken-kabbarp-white-clear-glass-s09384555/,Yes,"TV bench with drawers, white/Sutterviken/Kabbarp white clear glass,",Friso Wiersma/IKEA of Sweden/Marcus Arvonen,,,,,
1798,1798,1798,1574,49484893,STRANDTORP / TOBIAS,Dining furniture,"SR4,195",No old price,True,https://www.ikea.com/sa/en/p/strandtorp-tobias-table-and-4-chairs-brown-brown-red-chrome-plated-s49484893/,Yes,"Table and 4 chairs, brown/brown/red chrome-plated,",Unknown,,,,,
1799,1799,1799,1575,39387492,TOMMARYD,Bar furniture,SR895,No old price,True,https://www.ikea.com/sa/en/p/tommaryd-table-white-s39387492/,Yes,"Table, white,",Friso Wiersma/Maja Ganszyniec,,,,,
1800,1800,1800,1576,70253541,AGAM,Dining furniture,SR279,No old price,True,https://www.ikea.com/sa/en/p/agam-junior-chair-black-70253541/,No,"Junior chair, black",IKEA of Sweden,29.0,52.0,28.0,,
1801,1801,1801,1577,39433229,PAX / HASVIK,Wardrobes,"SR2,200","SR2,300",True,https://www.ikea.com/sa/en/p/pax-hasvik-wardrobe-combination-white-white-s39433229/,No,"Wardrobe combination, white/white,",Unknown,,,,,
1802,1802,1802,1578,49480847,NORBERG / FRANKLIN,Furniture sets,SR807,No old price,True,https://www.ikea.com/sa/en/p/norberg-franklin-table-and-2-chairs-white-black-s49480847/,No,"Table and 2 chairs, white/black",Unknown,,,,,
1803,1803,1803,1579,19406726,BESTÅ,TV & media furniture,"SR4,019",No old price,True,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-white-lappviken-white-clear-glass-s19406726/,Yes,"TV storage combination/glass doors, white/Lappviken white clear glass,",Unknown,,,,,
1804,1804,1804,1580,90507797,LÅNESPELARE,Gaming furniture,SR49,No old price,True,https://www.ikea.com/sa/en/p/lanespelare-gaming-mouse-pad-patterned-90507797/,No,"Gaming mouse pad, patterned,",IKEA of Sweden,44.0,,36.0,,
1805,1805,1805,1581,59442671,KALLAX,Bookcases & shelving units,SR459,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-underframe-walnut-effect-light-grey-black-s59442671/,Yes,"Shelving unit with underframe, walnut effect/light grey black,",Unknown,,,,,
1806,1806,1806,1582,99483909,SMÅSTAD / PLATSA,Nursery furniture,"SR1,875","SR1,935",False,https://www.ikea.com/sa/en/p/smastad-platsa-changing-table-white-white-with-bookcase-s99483909/,Yes,"Changing table, white white/with bookcase,",Unknown,,,,,
1807,1807,1807,1583,29488571,LOBERGET / MALSKÄR,Chairs,SR230,No old price,True,https://www.ikea.com/sa/en/p/loberget-malskaer-swivel-chair-white-black-s29488571/,No,"Swivel chair, white/black",Unknown,,,,,
1808,1808,1808,1584,39429840,PAX / ÅHEIM,Wardrobes,"SR4,315","SR5,010",True,https://www.ikea.com/sa/en/p/pax-aheim-wardrobe-combination-beige-mirror-glass-s39429840/,No,"Wardrobe combination, beige/mirror glass,",Unknown,,,,,
1809,1809,1809,1585,49425912,BESTÅ,"Sideboards, buffets & console tables","SR1,455",No old price,True,https://www.ikea.com/sa/en/p/besta-wall-mounted-cabinet-combination-white-hanviken-white-s49425912/,Yes,"Wall-mounted cabinet combination, white/Hanviken white,",Unknown,,,,,
1810,1810,1810,1586,79494273,EKET,Cabinets & cupboards,"SR1,326",No old price,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-white-light-green-s79494273/,No,"Wall-mounted cabinet combination, white/light green,",Unknown,,,,,
1811,1811,1811,1587,9392193,IDANÄS,Beds,"SR1,695",No old price,True,https://www.ikea.com/sa/en/p/idanaes-bed-frame-white-loenset-s09392193/,Yes,"Bed frame, white/Lönset,",F Cayouette/J Karlsson,,,,,
1812,1812,1812,1588,70487837,IDANÄS,Bookcases & shelving units,"SR2,295",No old price,True,https://www.ikea.com/sa/en/p/idanaes-high-cabinet-w-gls-drs-and-1-drawer-dark-brown-stained-70487837/,Yes,"High cabinet w gls-drs and 1 drawer, dark brown stained,",Francis Cayouette,39.0,211.0,81.0,,
1813,1813,1813,1589,40463055,RÅSHULT,Trolleys,SR149,No old price,True,https://www.ikea.com/sa/en/p/rashult-trolley-black-40463055/,Yes,"Trolley, black,",IKEA of Sweden,28.0,65.0,38.0,,
1814,1814,1814,1590,79480450,TROFAST,Nursery furniture,SR175,SR195,False,https://www.ikea.com/sa/en/p/trofast-storage-combination-white-white-s79480450/,No,"Storage combination, white/white,",Unknown,,,,,
1815,1815,1815,1591,79277019,MÖCKELBY / ODGER,Furniture sets,"SR6,189",No old price,True,https://www.ikea.com/sa/en/p/moeckelby-odger-table-and-6-chairs-oak-white-beige-s79277019/,No,"Table and 6 chairs, oak/white/beige,",J Löfgren/J Pettersson/Marcus Arvonen,,,,,
1816,1816,1816,1592,49442186,VIHALS,Wardrobes,"SR2,490","SR2,690",True,https://www.ikea.com/sa/en/p/vihals-wardrobe-combination-white-s49442186/,No,"Wardrobe combination, white,",Unknown,,,,,
1817,1817,1817,1593,79331592,TROFAST,Nursery furniture,SR570,SR620,False,https://www.ikea.com/sa/en/p/trofast-storage-combination-light-white-stained-pine-white-orange-s79331592/,Yes,"Storage combination, light white stained pine white/orange,",Studio Copenhagen,,,,,
1818,1818,1818,1594,69395805,IVAR,Cabinets & cupboards,SR935,SR5,True,https://www.ikea.com/sa/en/p/ivar-shelving-unit-with-doors-pine-s69395805/,No,"Shelving unit with doors, pine,",Unknown,,,,,
1819,1819,1819,1595,59176323,MALM,Beds,"SR2,395",No old price,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-2-storage-boxes-black-brown-leirsund-s59176323/,Yes,"Bed frame, high, w 2 storage boxes, black-brown/Leirsund,",Eva Lilja Löwenhielm/IKEA of Sweden,,,,,
1820,1820,1820,1596,60516821,TVÄRDRAG,Cabinets & cupboards,SR115,No old price,True,https://www.ikea.com/sa/en/p/tvaerdrag-cabinet-lighting-black-dimmable-60516821/,No,"Cabinet lighting, black/dimmable",Mikael Axelsson,36.0,10.0,7.0,,
1821,1821,1821,1597,79905496,PAX / FARDAL,Wardrobes,SR825,SR875,False,https://www.ikea.com/sa/en/p/pax-fardal-wardrobe-with-1-door-white-high-gloss-white-s79905496/,Yes,"Wardrobe with 1 door, white/high-gloss/white,",IKEA of Sweden,,,,,
1822,1822,1822,1598,525300,BERGSBO,Wardrobes,"SR1,200","SR1,300",True,https://www.ikea.com/sa/en/p/bergsbo-pair-of-sliding-doors-white-00525300/,No,"Pair of sliding doors, white,",IKEA of Sweden,,236.0,150.0,,
1823,1823,1823,1599,70474769,ELLOVEN,Tables & desks,SR595,No old price,True,https://www.ikea.com/sa/en/p/elloven-whiteboard-noticeboard-with-castors-white-70474769/,No,"Whiteboard/noticeboard with castors, white,",Francis Cayouette,,180.0,70.0,,
1824,1824,1824,1600,49385529,LISABO / LISABO,Furniture sets,"SR2,325",No old price,True,https://www.ikea.com/sa/en/p/lisabo-lisabo-table-and-4-chairs-ash-veneer-ash-s49385529/,Yes,"Table and 4 chairs, ash veneer/ash,",K Hagberg/M Hagberg,,,,,
1825,1825,1825,1601,39128564,PAX,Wardrobes,"SR2,630","SR2,825",True,https://www.ikea.com/sa/en/p/pax-wardrobe-white-s39128564/,No,"Wardrobe, white,",Ehlén Johansson/IKEA of Sweden,,,,,
